search_term,uniprot_accession,gene_name,description,ec_number,synonyms,location,keywords,go_terms,family,zinc_link,cansar_link,nearest_drug_target,matching_drug_target_50,matching_drug_target_35,number_of_3d_structure,number_of_3d_structure_with_small_molecule_ligand,number_of_3d_structure_with_druggability,number_of_3d_structure_druggable,percentage_of_3d_structure_druggable,number_of_3d_structure_tractable,percentage_of_3d_structure_tractable,ligand_druggability_score,ligand_druggability_percentile_rank,matching_protein_variants,screened_compounds,screened_compounds_active,screened_compounds_active_ro5,screened_fragments,screened_fragments_active,screened_fragments_active_ro5,most_prevalent_mutation,most_prevalent_cnv,highest_expressing_celllines
,P54725,RAD23A,"UV excision repair protein RAD23 homolog A",,"RD23A_HUMAN, RAD23A",Nucleus,"P54725 RD23A_HUMAN UV excision repair protein RAD23 homolog A P54725,K7ESE3,Q59EU8,Q5M7Z1  ","centriolar satellite, cytoplasm, cytosol, intracellular membrane-bounded organelle, nucleoplasm, nucleus, proteasome complex, protein-containing complex",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=RD23A_HUMAN,https://cansarblack.icr.ac.uk/target/P54725/synopsis,,,,,,,,0,,0,0.85,89,,,,,,,,,,
,Q04917,YWHAH,"14-3-3 protein eta",,"1433F_HUMAN, YWHAH, YWHA1",,"Q04917 1433F_HUMAN 14-3-3 protein eta Q04917 Protein AS1 YWHA1","cytoplasm, cytosol, extracellular exosome, intercalated disc, mitochondrion, plasma membrane",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=1433F_HUMAN,https://cansarblack.icr.ac.uk/target/Q04917/synopsis,,,,,,,,0,,0,-3,59,,,,,,,,,,
,P0DP24,CALM2,Calmodulin-2,,"CALM2_HUMAN, CALM2, CAM2, CAMB","Cytoplasm, Cytoskeleton, Spindle, Cytoplasm, Cytoskeleton, Spindle pole, Cytoplasm, Cytoskeleton, Microtubule organizing center, Centrosome","P0DP24 CALM2_HUMAN Calmodulin-2 P0DP24,P02593,P62158,P70667,P99014,Q13942,Q53S29,Q61379,Q61380,Q96HK3  CAM2, CAMB","calcium channel complex, catalytic complex, centrosome, cytoplasm, nucleus, plasma membrane, protein-containing complex, sarcomere, spindle microtubule, spindle pole, vesicle",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=CALM2_HUMAN,https://cansarblack.icr.ac.uk/target/P0DP24/synopsis,"100.00|P0DP24|CALM2|BENZIODARONE,PRENYLAMINE|Whole:::Protein","100.00|P0DP24|CALM2|BENZIODARONE,PRENYLAMINE|Whole:::Protein||50.99|P63316|TNNC1|BEPRIDIL,BEPRIDIL HYDROCHLORIDE|Whole:::Protein","100.00|P0DP24|CALM2|BENZIODARONE,PRENYLAMINE|Whole:::Protein||50.99|P63316|TNNC1|BEPRIDIL,BEPRIDIL HYDROCHLORIDE|Whole:::Protein",,,,,0,,0,,,,,,,,,,,,
,Q15418,RPS6KA1,"Ribosomal protein S6 kinase alpha-1",2.7.11.1,"KS6A1_HUMAN, RPS6KA1, MAPKAPK1A, RSK1","Nucleus, Cytoplasm","Q15418 KS6A1_HUMAN Ribosomal protein S6 kinase alpha-1 Q15418,A6NGG4,A8K9K7,B2RDY8,B7Z5J0,E9PRI4,Q5SVM5,Q5SVM8,Q5SVM9,Q96C05,Q9BQK2 90 kDa ribosomal protein S6 kinase 1, MAP kinase-activated protein kinase 1a, Ribosomal S6 kinase 1 MAPKAPK1A, RSK1","cytoplasm, cytosol, nucleoplasm, synapse",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=KS6A1_HUMAN,https://cansarblack.icr.ac.uk/target/Q15418/synopsis,44.01|P05771|PRKCB|MIDOSTAURIN|Whole:::Protein,,"44.01|P05771|PRKCB|MIDOSTAURIN|Whole:::Protein||41.64|Q04759|PRKCQ|MIDOSTAURIN|Whole:::Protein||41.16|P17252|PRKCA|MIDOSTAURIN|Whole:::Protein||40.77|P24723|PRKCH|MIDOSTAURIN|Whole:::Protein||40.72|Q05655|PRKCD|MIDOSTAURIN|Whole:::Protein||40.57|P05129|PRKCG|MIDOSTAURIN|Whole:::Protein||40.42|Q02156|PRKCE|MIDOSTAURIN|Whole:::Protein||37.65|Q05513|PRKCZ|MIDOSTAURIN|Whole:::Protein||36.99|P41743|PRKCI|MIDOSTAURIN|Whole:::Protein||36.34|O75116|ROCK2|NETARSUDIL,unnamed compound|Whole:::Protein",,,,,0,,0,0.8,88,,,,,,,,,,
,P17066,HSPA6,"Heat shock 70 kDa protein 6",,"HSP76_HUMAN, HSPA6, HSP70B'",,"P17066 HSP76_HUMAN Heat shock 70 kDa protein 6 P17066,Q1HBA8,Q8IYK7,Q9BT95 Heat shock 70 kDa protein B' HSP70B'","blood microparticle, centriole, cytoplasm, cytosol, extracellular exosome, extracellular region, ficolin-1-rich granule lumen, nucleus, plasma membrane, secretory granule lumen",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=HSP76_HUMAN,https://cansarblack.icr.ac.uk/target/P17066/synopsis,,,,,,,,0,,0,-1.15,67,,,,,,,,,,
,P68133,ACTA1,"Actin, alpha skeletal muscle",,"ACTS_HUMAN, ACTA1, ACTA","Cytoplasm, Cytoskeleton","P68133 ACTS_HUMAN Actin, alpha skeletal muscle P68133,P02568,P99020,Q5T8M9 Alpha-actin-1 ACTA","actin cytoskeleton, actin filament, blood microparticle, cell body, cytosol, dynactin complex, extracellular exosome, extracellular space, filopodium, lamellipodium, sarcomere, stress fiber, striated muscle thin filament",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=ACTS_HUMAN,https://cansarblack.icr.ac.uk/target/P68133/synopsis,,,,,,,,0,,0,-3,59,,,,,,,,,,
,P48730,CSNK1D,"Casein kinase I isoform delta",2.7.11.1,"KC1D_HUMAN, CSNK1D, HCKID","Cytoplasm, Nucleus, Cytoplasm, Cytoskeleton, Microtubule organizing center, Centrosome, Cytoplasm, Perinuclear region, Cell membrane, Cytoplasm, Cytoskeleton, Spindle, Golgi apparatus","P48730 KC1D_HUMAN Casein kinase I isoform delta P48730,A2I2P2,Q96KZ6,Q9BTN5 Tau-protein kinase CSNK1D HCKID","centrosome, ciliary basal body, cytoplasm, cytosol, endoplasmic reticulum-golgi intermediate compartment membrane, golgi apparatus, nucleoplasm, nucleus, perinuclear region of cytoplasm, plasma membrane, spindle, spindle microtubule",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=KC1D_HUMAN,https://cansarblack.icr.ac.uk/target/P48730/synopsis,"26.45|P07947|YES1|DASATINIB,VANDETANIB|Whole:::Protein",,,,,,,0,,0,1.1,91,,,,,,,,,,
,O43684,BUB3,"Mitotic checkpoint protein BUB3",,"BUB3_HUMAN, BUB3","Nucleus, Chromosome, Centromere, Kinetochore","O43684 BUB3_HUMAN Mitotic checkpoint protein BUB3 O43684,A6NJ42,B2R6E7,D3DRE9,O43685  ","bub1-bub3 complex, condensed chromosome kinetochore, cytosol, kinetochore, mitotic checkpoint complex, nucleoplasm",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=BUB3_HUMAN,https://cansarblack.icr.ac.uk/target/O43684/synopsis,,,,,,,,0,,0,-1.4,65,,,,,,,,,,
,P23258,TUBG1,"Tubulin gamma-1 chain",,"TBG1_HUMAN, TUBG1, TUBG","Cytoplasm, Cytoskeleton, Microtubule organizing center, Centrosome, Cytoplasm, Cytoskeleton, Spindle","P23258 TBG1_HUMAN Tubulin gamma-1 chain P23258,Q53X79,Q9BW59 Gamma-1-tubulin, Gamma-tubulin complex component 1 TUBG","centrosome, condensed nuclear chromosome, cytoplasm, cytosol, gamma-tubulin complex, microtubule, mitotic spindle microtubule, nucleus, polar microtubule, recycling endosome, spindle",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=TBG1_HUMAN,https://cansarblack.icr.ac.uk/target/P23258/synopsis,35.08|P12456|mec-7|MEBENDAZOLE|Whole:::Protein,,35.08|P12456|mec-7|MEBENDAZOLE|Whole:::Protein,,,,,0,,0,-0.1,78,,,,,,,,,,
,Q16644,MAPKAPK3,"MAP kinase-activated protein kinase 3",2.7.11.1,"MAPK3_HUMAN, MAPKAPK3","Nucleus, Cytoplasm","Q16644 MAPK3_HUMAN MAP kinase-activated protein kinase 3 Q16644,B5BU67 Chromosome 3p kinase ","cytoplasm, cytosol, nucleoplasm, nucleus",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=MAPK3_HUMAN,https://cansarblack.icr.ac.uk/target/Q16644/synopsis,38.93|P05129|PRKCG|MIDOSTAURIN|Whole:::Protein,,38.93|P05129|PRKCG|MIDOSTAURIN|Whole:::Protein||37.40|P17252|PRKCA|MIDOSTAURIN|Whole:::Protein,,,,,0,,0,-1.4,65,,,,,,,,,,
,Q14008,CKAP5,"Cytoskeleton-associated protein 5",,"CKAP5_HUMAN, CKAP5, KIAA0097","Cytoplasm, Cytoskeleton, Microtubule organizing center, Centrosome, Cytoplasm, Cytoskeleton, Spindle pole, Cytoplasm, Cytoskeleton, Spindle, Chromosome, Centromere, Kinetochore","Q14008 CKAP5_HUMAN Cytoskeleton-associated protein 5 Q14008,Q05D70,Q0VAX7,Q0VAX8,Q14668,Q2TA89,Q6NSH4 Colonic and hepatic tumor overexpressed gene protein KIAA0097","centrosome, condensed chromosome kinetochore, cytoplasm, cytosol, kinetochore, membrane, nucleolus, plasma membrane, protein-containing complex, spindle pole",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=CKAP5_HUMAN,https://cansarblack.icr.ac.uk/target/Q14008/synopsis,,,,,,,,0,,0,-3,59,,,,,,,,,,
,P14635,CCNB1,"G2/mitotic-specific cyclin-B1",,"CCNB1_HUMAN, CCNB1, CCNB","Cytoplasm, Nucleus, Cytoplasm, Cytoskeleton, Microtubule organizing center, Centrosome","P14635 CCNB1_HUMAN G2/mitotic-specific cyclin-B1 P14635,A8K066,Q5TZP9  CCNB","centrosome, condensed nuclear chromosome outer kinetochore, cyclin b1-cdk1 complex, cyclin-dependent protein kinase holoenzyme complex, cytoplasm, cytosol, membrane, mitochondrial matrix, nucleoplasm, nucleus, spindle pole",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=CCNB1_HUMAN,https://cansarblack.icr.ac.uk/target/P14635/synopsis,,,,,,,,0,,0,1.7,96,,,,,,,,,,
,Q14677,CLINT1,"Clathrin interactor 1",,"EPN4_HUMAN, CLINT1, ENTH, EPN4, EPNR, KIAA0171","Cytoplasm, Cytoplasm, Perinuclear region, Membrane, Cytoplasmic vesicle, Clathrin-coated vesicle","Q14677 EPN4_HUMAN Clathrin interactor 1 Q14677,B7Z6F8,D3DQJ6,Q8NAF1,Q96E05 Clathrin-interacting protein localized in the trans-Golgi region, Enthoprotin, Epsin-4, Epsin-related protein ENTH, EPN4, EPNR, KIAA0171","clathrin vesicle coat, cytosol, endosome, golgi apparatus, intracellular membrane-bounded organelle, membrane, nucleoplasm, perinuclear region of cytoplasm, plasma membrane",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=EPN4_HUMAN,https://cansarblack.icr.ac.uk/target/Q14677/synopsis,,,,,,,,0,,0,-3,59,,,,,,,,,,
,O15530,PDPK1,"3-phosphoinositide-dependent protein kinase 1",2.7.11.1,"PDPK1_HUMAN, PDPK1, PDK1","Cytoplasm, Nucleus, Cell membrane, Cell junction, Focal adhesion","O15530 PDPK1_HUMAN 3-phosphoinositide-dependent protein kinase 1 O15530,H0Y4Z0,Q59EH6,Q6FI20,Q8IV52,Q9BRD5  PDK1","cell projection, cytoplasm, cytoplasmic vesicle, cytosol, focal adhesion, nucleus, perikaryon, plasma membrane, postsynaptic density",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=PDPK1_HUMAN,https://cansarblack.icr.ac.uk/target/O15530/synopsis,37.63|P17252|PRKCA|MIDOSTAURIN|Whole:::Protein,,37.63|P17252|PRKCA|MIDOSTAURIN|Whole:::Protein||37.14|Q04759|PRKCQ|MIDOSTAURIN|Whole:::Protein||36.40|Q02156|PRKCE|MIDOSTAURIN|Whole:::Protein||36.20|P24723|PRKCH|MIDOSTAURIN|Whole:::Protein||35.84|P05771|PRKCB|MIDOSTAURIN|Whole:::Protein||35.69|P05129|PRKCG|MIDOSTAURIN|Whole:::Protein||35.13|Q05655|PRKCD|MIDOSTAURIN|Whole:::Protein,,,,,0,,0,1.35,93,,,,,,,,,,
,P27449,ATP6V0C,"V-type proton ATPase 16 kDa proteolipid subunit",,"VATL_HUMAN, ATP6V0C, ATP6C, ATP6L, ATPL","Vacuole membrane","P27449 VATL_HUMAN V-type proton ATPase 16 kDa proteolipid subunit P27449,Q6FH26 Vacuolar proton pump 16 kDa proteolipid subunit ATP6C, ATP6L, ATPL","azurophil granule membrane, endosome membrane, extracellular exosome, ficolin-1-rich granule membrane, focal adhesion, integral component of membrane, lysosomal membrane, phagocytic vesicle membrane, plasma membrane, proton-transporting v-type atpase, tertiary granule membrane",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=VATL_HUMAN,https://cansarblack.icr.ac.uk/target/P27449/synopsis,,,,,,,,0,,0,-3,59,,,,,,,,,,
,Q92831,KAT2B,"Histone acetyltransferase KAT2B",2.3.1.48,"KAT2B_HUMAN, KAT2B, PCAF","Nucleus, Cytoplasm, Cytoskeleton, Microtubule organizing center, Centrosome, Cytoplasm","Q92831 KAT2B_HUMAN Histone acetyltransferase KAT2B Q92831,Q6NSK1 Histone acetyltransferase PCAF, Lysine acetyltransferase 2B, P300/CBP-associated factor, Spermidine acetyltransferase KAT2B PCAF","a band, actomyosin, ada2/gcn5/ada3 transcription activator complex, centrosome, cytosol, i band, kinetochore, nucleoplasm, nucleus, pcaf complex, protein-containing complex",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=KAT2B_HUMAN,https://cansarblack.icr.ac.uk/target/Q92831/synopsis,,,,,,,,0,,0,-0.95,69,,,,,,,,,,
,Q9H0M0,WWP1,"NEDD4-like E3 ubiquitin-protein ligase WWP1",2.3.2.26,"WWP1_HUMAN, WWP1","Cytoplasm, Cell membrane, Nucleus","Q9H0M0 WWP1_HUMAN NEDD4-like E3 ubiquitin-protein ligase WWP1 Q9H0M0,O00307,Q5YLC1,Q96BP4 Atrophin-1-interacting protein 5, HECT-type E3 ubiquitin transferase WWP1, TGIF-interacting ubiquitin ligase 1, WW domain-containing protein 1 ","cytoplasm, cytosol, extracellular exosome, nucleus, plasma membrane, ubiquitin ligase complex",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=WWP1_HUMAN,https://cansarblack.icr.ac.uk/target/Q9H0M0/synopsis,,,,,,,,0,,0,-0.45,74,,,,,,,,,,
,Q70CQ2,USP34,"Ubiquitin carboxyl-terminal hydrolase 34",3.4.19.12,"UBP34_HUMAN, USP34, KIAA0570, KIAA0729",,"Q70CQ2 UBP34_HUMAN Ubiquitin carboxyl-terminal hydrolase 34 Q70CQ2,A8MWD0,B3KWU9,O60316,O94834,Q3B777,Q6P6C9,Q7L8P6,Q8N3T9,Q8TBW2,Q9UGA1 Deubiquitinating enzyme 34, Ubiquitin thioesterase 34, Ubiquitin-specific-processing protease 34 KIAA0570, KIAA0729","cytosol, nucleus",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=UBP34_HUMAN,https://cansarblack.icr.ac.uk/target/Q70CQ2/synopsis,,,,,,,,0,,0,-1.55,63,,,,,,,,,,
,P08708,RPS17,"40S ribosomal protein S17",,"RS17_HUMAN, RPS17, RPS17L",,"P08708 RS17_HUMAN 40S ribosomal protein S17 P08708,B2R4U4,P0CW22 Small ribosomal subunit protein eS17 RPS17L","cytosol, cytosolic ribosome, cytosolic small ribosomal subunit, focal adhesion, membrane, nucleoplasm, ribosome",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=RS17_HUMAN,https://cansarblack.icr.ac.uk/target/P08708/synopsis,,,,,,,,0,,0,-0.95,69,,,,,,,,,,
,Q12830,BPTF,"Nucleosome-remodeling factor subunit BPTF",,"BPTF_HUMAN, BPTF, FAC1, FALZ","Cytoplasm, Nucleus","Q12830 BPTF_HUMAN Nucleosome-remodeling factor subunit BPTF Q12830,Q6NX67,Q7Z7D6,Q9UIG2 Bromodomain and PHD finger-containing transcription factor, Fetal Alz-50 clone 1 protein, Fetal Alzheimer antigen FAC1, FALZ","cell body, chromatin, cytoplasm, dendrite, extracellular exosome, nucleoplasm, nucleus, nurf complex, perinuclear region of cytoplasm",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=BPTF_HUMAN,https://cansarblack.icr.ac.uk/target/Q12830/synopsis,,,,,,,,0,,0,-1.25,66,,,,,,,,,,
,P18754,RCC1,"Regulator of chromosome condensation",,"RCC1_HUMAN, RCC1, CHC1","Nucleus, Chromosome, Cytoplasm","P18754 RCC1_HUMAN Regulator of chromosome condensation P18754,Q16269,Q6NT97 Cell cycle regulatory protein, Chromosome condensation protein 1 CHC1","chromatin, chromosome, condensed nuclear chromosome, cytoplasm, nuclear membrane, nucleoplasm, nucleus, protein-containing complex",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=RCC1_HUMAN,https://cansarblack.icr.ac.uk/target/P18754/synopsis,,,,,,,,0,,0,-3,59,,,,,,,,,,
,Q14CS0,UBXN2B,"UBX domain-containing protein 2B",,"UBX2B_HUMAN, UBXN2B","Nucleus, Cytoplasm, Cytosol, Endoplasmic reticulum, Golgi apparatus, Cytoplasm, Cytoskeleton, Microtubule organizing center, Centrosome","Q14CS0 UBX2B_HUMAN UBX domain-containing protein 2B Q14CS0,B3KWZ3 NSFL1 cofactor p37, p97 cofactor p37 ","cytosol, endoplasmic reticulum, golgi apparatus, nucleus, spindle pole centrosome",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=UBX2B_HUMAN,https://cansarblack.icr.ac.uk/target/Q14CS0/synopsis,,,,,,,,0,,0,0.4,84,,,,,,,,,,
,P20226,TBP,"TATA-box-binding protein",,"TBP_HUMAN, TBP, GTF2D1, TF2D, TFIID",Nucleus,"P20226 TBP_HUMAN TATA-box-binding protein P20226,B4E3B3,F5H869,Q16845,Q6IBM6,Q9UC02 TATA sequence-binding protein, TATA-binding factor, TATA-box factor, Transcription initiation factor TFIID TBP subunit GTF2D1, TF2D, TFIID","chromatin, cytoplasm, euchromatin, female pronucleus, male pronucleus, nucleoplasm, nucleus, protein-containing complex, transcription factor tfiia complex, transcription factor tfiid complex, transcription preinitiation complex",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=TBP_HUMAN,https://cansarblack.icr.ac.uk/target/P20226/synopsis,,,,,,,,0,,0,-3,59,,,,,,,,,,
,P51530,DNA2,"DNA replication ATP-dependent helicase/nuclease DNA2",3.1.-.-,"DNA2_HUMAN, DNA2, DNA2L, KIAA0083","Nucleus, Mitochondrion","P51530 DNA2_HUMAN DNA replication ATP-dependent helicase/nuclease DNA2 P51530,Q2NKM1,Q5TC49,Q5TC50,Q6P455,Q6PI80,Q7Z6H9,Q8N346 DNA replication ATP-dependent helicase-like homolog DNA2L, KIAA0083","chromosome, cytoplasm, mitochondrial nucleoid, mitochondrion, nucleoplasm, nucleus",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=DNA2_HUMAN,https://cansarblack.icr.ac.uk/target/P51530/synopsis,,,,,,,,0,,0,-0.2,77,,,,,,,,,,
,P49770,EIF2B2,"Translation initiation factor eIF-2B subunit beta",,"EI2BB_HUMAN, EIF2B2, EIF2BB",,"P49770 EI2BB_HUMAN Translation initiation factor eIF-2B subunit beta P49770,O43201 S20I15, S20III15, eIF-2B GDP-GTP exchange factor subunit beta EIF2BB","cytoplasm, cytosol, eukaryotic translation initiation factor 2b complex",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=EI2BB_HUMAN,https://cansarblack.icr.ac.uk/target/P49770/synopsis,,,,,,,,0,,0,-3,59,,,,,,,,,,
,O14929,HAT1,"Histone acetyltransferase type B catalytic subunit",2.3.1.48,"HAT1_HUMAN, HAT1, KAT1","Nucleus matrix, Mitochondrion, Cytoplasm, Nucleus, Nucleus matrix, Nucleus, Nucleoplasm","O14929 HAT1_HUMAN Histone acetyltransferase type B catalytic subunit O14929,Q49A44,Q53QF0,Q53SU4,Q6P594,Q8WWB9 Histone acetyltransferase 1 KAT1","chromatin, chromosome, mitochondrion, nuclear matrix, nucleoplasm, nucleus, protein-containing complex",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=HAT1_HUMAN,https://cansarblack.icr.ac.uk/target/O14929/synopsis,,,,,,,,0,,0,-3,59,,,,,,,,,,
,Q8N3C0,ASCC3,"Activating signal cointegrator 1 complex subunit 3",3.6.4.12,"ASCC3_HUMAN, ASCC3, HELIC1","Nucleus, Nucleus speckle","Q8N3C0 ASCC3_HUMAN Activating signal cointegrator 1 complex subunit 3 Q8N3C0,E7EW23,O43738,Q4G1A0,Q5VTN2,Q9H1I9,Q9H5A2,Q9NTR0 ASC-1 complex subunit p200, Helicase, ATP binding 1, Trip4 complex subunit p200 HELIC1","activating signal cointegrator 1 complex, cytosol, membrane, nuclear speck, nucleoplasm, nucleus",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=ASCC3_HUMAN,https://cansarblack.icr.ac.uk/target/Q8N3C0/synopsis,,,,,,,,0,,0,0.5,85,,,,,,,,,,
,P48729,CSNK1A1,"Casein kinase I isoform alpha",2.7.11.1,"KC1A_HUMAN, CSNK1A1","Cytoplasm, Cytoplasm, Cytoskeleton, Microtubule organizing center, Centrosome, Chromosome, Centromere, Kinetochore, Nucleus speckle, Cytoplasm, Cytoskeleton, Cilium basal body","P48729 KC1A_HUMAN Casein kinase I isoform alpha P48729,D3DQG0,D3DQG1,Q4JJA0,Q5U046,Q5U047,Q6FGA2,Q71TU5,Q96HD2,Q9UDK3 CK1 ","beta-catenin destruction complex, centrosome, ciliary basal body, cilium, condensed chromosome kinetochore, cytoplasm, cytosol, membrane, nuclear speck, nucleus",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=KC1A_HUMAN,https://cansarblack.icr.ac.uk/target/P48729/synopsis,,,,,,,,0,,0,1.15,92,,,,,,,,,,
,Q8WUH2,TGFBRAP1,"Transforming growth factor-beta receptor-associated protein 1",,"TGFA1_HUMAN, TGFBRAP1","Cytoplasm, Early endosome","Q8WUH2 TGFA1_HUMAN Transforming growth factor-beta receptor-associated protein 1 Q8WUH2,A8K5R7,D3DVJ8,O60466  ","corvet complex, cytoplasm, early endosome, intracellular membrane-bounded organelle, membrane",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=TGFA1_HUMAN,https://cansarblack.icr.ac.uk/target/Q8WUH2/synopsis,,,,,,,,0,,0,-3,59,,,,,,,,,,
,P11309,PIM1,"Serine/threonine-protein kinase pim-1",2.7.11.1,"PIM1_HUMAN, PIM1","Cytoplasm, Nucleus, Cell membrane","P11309 PIM1_HUMAN Serine/threonine-protein kinase pim-1 P11309,Q38RT9,Q5T7H7,Q96RG3  ","cytoplasm, cytosol, nucleolus, nucleoplasm, nucleus, plasma membrane",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=PIM1_HUMAN,https://cansarblack.icr.ac.uk/target/P11309/synopsis,"41.25|Q02750|MAP2K1|BINIMETINIB,COBIMETINIB,COBIMETINIB FUMARATE,SELUMETINIB,SELUMETINIB SULFATE,TRAMETINIB,TRAMETINIB DIMETHYL SULFOXIDE|Whole:::Protein",,"41.25|Q02750|MAP2K1|BINIMETINIB,COBIMETINIB,COBIMETINIB FUMARATE,SELUMETINIB,SELUMETINIB SULFATE,TRAMETINIB,TRAMETINIB DIMETHYL SULFOXIDE|Whole:::Protein||40.00|P36507|MAP2K2|BINIMETINIB,COBIMETINIB,COBIMETINIB FUMARATE,SELUMETINIB,SELUMETINIB SULFATE,TRAMETINIB,TRAMETINIB DIMETHYL SULFOXIDE|Whole:::Protein",,,,,0,,0,1.95,97,,,,,,,,,,
,P05198,EIF2S1,"Eukaryotic translation initiation factor 2 subunit 1",,"IF2A_HUMAN, EIF2S1, EIF2A","Cytoplasm, Stress granule","P05198 IF2A_HUMAN Eukaryotic translation initiation factor 2 subunit 1 P05198 Eukaryotic translation initiation factor 2 subunit alpha EIF2A","cytoplasmic stress granule, cytosol, eukaryotic 48s preinitiation complex, eukaryotic translation initiation factor 2 complex, eukaryotic translation initiation factor 2b complex, extracellular exosome, glial limiting end-foot, membrane, multi-eif complex, nucleus, polysome, synapse, translation initiation ternary complex",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=IF2A_HUMAN,https://cansarblack.icr.ac.uk/target/P05198/synopsis,,,,,,,,0,,0,-0.35,75,,,,,,,,,,
