search_term,uniprot_accession,gene_name,description,ec_number,synonyms,location,keywords,go_terms,family,zinc_link,cansar_link,nearest_drug_target,matching_drug_target_50,matching_drug_target_35,number_of_3d_structure,number_of_3d_structure_with_small_molecule_ligand,number_of_3d_structure_with_druggability,number_of_3d_structure_druggable,percentage_of_3d_structure_druggable,number_of_3d_structure_tractable,percentage_of_3d_structure_tractable,ligand_druggability_score,ligand_druggability_percentile_rank,matching_protein_variants,screened_compounds,screened_compounds_active,screened_compounds_active_ro5,screened_fragments,screened_fragments_active,screened_fragments_active_ro5,most_prevalent_mutation,most_prevalent_cnv,highest_expressing_celllines
,P23458,JAK1,"Tyrosine-protein kinase JAK1",2.7.10.2,"JAK1_HUMAN, JAK1, JAK1A, JAK1B","Endomembrane system","P23458 JAK1_HUMAN Tyrosine-protein kinase JAK1 P23458,Q59GQ2,Q9UD26 Janus kinase 1 JAK1A, JAK1B","cytoplasm, cytoskeleton, cytosol, endosome, focal adhesion, membrane, nucleus",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=JAK1_HUMAN,https://cansarblack.icr.ac.uk/target/P23458/synopsis,"100.00|P23458|JAK1|BARICITINIB,RUXOLITINIB,RUXOLITINIB PHOSPHATE,TOFACITINIB,TOFACITINIB CITRATE,UPADACITINIB|Whole:::Protein","100.00|P23458|JAK1|BARICITINIB,RUXOLITINIB,RUXOLITINIB PHOSPHATE,TOFACITINIB,TOFACITINIB CITRATE,UPADACITINIB|Whole:::Protein","100.00|P23458|JAK1|BARICITINIB,RUXOLITINIB,RUXOLITINIB PHOSPHATE,TOFACITINIB,TOFACITINIB CITRATE,UPADACITINIB|Whole:::Protein||46.46|P29597|TYK2|TOFACITINIB,TOFACITINIB CITRATE,UPADACITINIB|Whole:::Protein||43.41|O60674|JAK2|BARICITINIB,ENTRECTINIB,FEDRATINIB,FEDRATINIB HYDROCHLORIDE,RUXOLITINIB,RUXOLITINIB PHOSPHATE,TOFACITINIB,TOFACITINIB CITRATE,UPADACITINIB|Whole:::Protein||39.53|P35968|KDR|AXITINIB,CABOZANTINIB,CABOZANTINIB S-MALATE,LENVATINIB,LENVATINIB MESYLATE,MIDOSTAURIN,NINTEDANIB,NINTEDANIB ESYLATE,PAZOPANIB,PAZOPANIB HYDROCHLORIDE,RAMUCIRUMAB,REGORAFENIB,SORAFENIB,SORAFENIB TOSYLATE,SUNITINIB,SUNITINIB MALATE,AV9,VANDETANIB|Whole:::Protein||39.43|P52333|JAK3|BARICITINIB,TOFACITINIB,TOFACITINIB CITRATE,UPADACITINIB|Whole:::Protein||38.01|P16234|PDGFRA|AVAPRITINIB,AXITINIB,MIDOSTAURIN,NILOTINIB,NILOTINIB HYDROCHLORIDE MONOHYDRATE,NINTEDANIB,NINTEDANIB ESYLATE,OLARATUMAB,PAZOPANIB,PAZOPANIB HYDROCHLORIDE,REGORAFENIB,RIPRETINIB,SUNITINIB,SUNITINIB MALATE|Whole:::Protein||37.50|P09619|PDGFRB|AXITINIB,BECAPLERMIN,DASATINIB,IMATINIB,IMATINIB MESYLATE,MIDOSTAURIN,NINTEDANIB,NINTEDANIB ESYLATE,PAZOPANIB,PAZOPANIB HYDROCHLORIDE,REGORAFENIB,SORAFENIB,SORAFENIB TOSYLATE,SUNITINIB,SUNITINIB MALATE|Whole:::Protein||37.46|P42685|FRK|DASATINIB,REGORAFENIB,VANDETANIB|Whole:::Protein||37.42|P36888|FLT3|BRIGATINIB,FEDRATINIB,FEDRATINIB HYDROCHLORIDE,GILTERITINIB FUMARATE,GILTERITINIB,MIDOSTAURIN,PEXIDARTINIB,PEXIDARTINIB HYDROCHLORIDE,SORAFENIB,SORAFENIB TOSYLATE,SUNITINIB,SUNITINIB MALATE|Whole:::Protein||37.32|Q9H3Y6|SRMS|DASATINIB,VANDETANIB|Whole:::Protein||37.23|Q07912|TNK2|ENTRECTINIB|Whole:::Protein||36.79|Q15303|ERBB4|AFATINIB,AFATINIB DIMALEATE,DACOMITINIB,DACOMITINIB,NERATINIB,NERATINIB MALEATE,VANDETANIB|Whole:::Protein||36.42|Q16620|NTRK2|CENEGERMIN,ENTRECTINIB,LAROTRECTINIB,LAROTRECTINIB SULFATE|Whole:::Protein||36.33|P08922|ROS1|BRIGATINIB,ENTRECTINIB,LORLATINIB|Whole:::Protein||36.05|P17948|FLT1|AXITINIB,CABOZANTINIB,CABOZANTINIB S-MALATE,LENVATINIB,LENVATINIB MESYLATE,NINTEDANIB,NINTEDANIB ESYLATE,PAZOPANIB,PAZOPANIB HYDROCHLORIDE,REGORAFENIB,Selpercatinib,SORAFENIB,SORAFENIB TOSYLATE,SUNITINIB,SUNITINIB MALATE,AV9,VANDETANIB|Whole:::Protein||35.85|P43405|SYK|FOSTAMATINIB,FOSTAMATINIB DISODIUM|Whole:::Protein||35.37|P11362|FGFR1|ERDAFITINIB,NINTEDANIB,NINTEDANIB ESYLATE,PAZOPANIB,PAZOPANIB HYDROCHLORIDE,PEMIGATINIB,VANDETANIB|Whole:::Protein||35.12|P10721|KIT|AVAPRITINIB,AXITINIB,DASATINIB,IMATINIB,IMATINIB MESYLATE,MIDOSTAURIN,PAZOPANIB,PAZOPANIB HYDROCHLORIDE,PEXIDARTINIB,PEXIDARTINIB HYDROCHLORIDE,REGORAFENIB,RIPRETINIB,SORAFENIB,SORAFENIB TOSYLATE,SUNITINIB,SUNITINIB MALATE|Whole:::Protein||35.07|P06239|LCK|DASATINIB,PAZOPANIB,PAZOPANIB HYDROCHLORIDE,VANDETANIB|Whole:::Protein",,,,,0,,0,1.6,95,,,,,,,,,,
,O15144,ARPC2,"Actin-related protein 2/3 complex subunit 2",,"ARPC2_HUMAN, ARPC2, ARC34","Cytoplasm, Cytoskeleton, Cell projection, Cell junction, Synapse, Synaptosome, Nucleus","O15144 ARPC2_HUMAN Actin-related protein 2/3 complex subunit 2 O15144,Q92801,Q9P1D4 Arp2/3 complex 34 kDa subunit ARC34","actin cytoskeleton, arp2/3 protein complex, cytosol, endosome, extracellular exosome, focal adhesion, glutamatergic synapse, lamellipodium, muscle cell projection membrane, neuron projection, nucleoplasm, nucleus, site of double-strand break",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=ARPC2_HUMAN,https://cansarblack.icr.ac.uk/target/O15144/synopsis,,,,,,,,0,,0,-3,59,,,,,,,,,,
,Q96PM5,RCHY1,"RING finger and CHY zinc finger domain-containing protein 1",2.3.2.27,"ZN363_HUMAN, RCHY1, ARNIP, CHIMP, PIRH2, RNF199, ZNF363","Nucleus, Nucleus speckle, Cytoplasm","Q96PM5 ZN363_HUMAN RING finger and CHY zinc finger domain-containing protein 1 Q96PM5,B3KRG3,C7E541,C7E542,C7E543,D3YRV2,E7EMC8,E7ETW5,J3KPI0,Q2KN33,Q59GN7,Q86X26,Q96PR5 Androgen receptor N-terminal-interacting protein, CH-rich-interacting match with PLAG1, E3 ubiquitin-protein ligase Pirh2, RING finger protein 199, RING-type E3 ubiquitin transferase RCHY1, Zinc finger protein 363, p53-induced RING-H2 protein ARNIP, CHIMP, PIRH2, RNF199, ZNF363","cytoplasm, cytosol, intracellular membrane-bounded organelle, nuclear speck, nucleoplasm, nucleus, ubiquitin ligase complex",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=ZN363_HUMAN,https://cansarblack.icr.ac.uk/target/Q96PM5/synopsis,,,,,,,,0,,0,-0.55,73,,,,,,,,,,
,Q86U86,PBRM1,"Protein polybromo-1",,"PB1_HUMAN, PBRM1, BAF180, PB1",Nucleus,"Q86U86 PB1_HUMAN Protein polybromo-1 Q86U86,A1L381,A1L382,A4FUJ7,Q1RMD1,Q1RMD2,Q96MS2,Q9H2T3,Q9H2T4,Q9H2T5,Q9H301,Q9H314 BRG1-associated factor 180, Polybromo-1D BAF180, PB1","nuclear chromosome, nucleoplasm, rsc-type complex",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=PB1_HUMAN,https://cansarblack.icr.ac.uk/target/Q86U86/synopsis,,,,,,,,0,,0,0.5,85,,,,,,,,,,
,Q9UP83,COG5,"Conserved oligomeric Golgi complex subunit 5",,"COG5_HUMAN, COG5, GOLTC1, GTC90","Cytoplasm, Cytosol, Golgi apparatus membrane","Q9UP83 COG5_HUMAN Conserved oligomeric Golgi complex subunit 5 Q9UP83,A4D0R6,A4D0R7,O14555,O95008,Q6NUL5 13S Golgi transport complex 90 kDa subunit, Component of oligomeric Golgi complex 5, Golgi transport complex 1 GOLTC1, GTC90","cytosol, golgi apparatus, golgi membrane, golgi transport complex, membrane, nucleoplasm, trans-golgi network membrane",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=COG5_HUMAN,https://cansarblack.icr.ac.uk/target/Q9UP83/synopsis,,,,,,,,0,,0,0.55,85,,,,,,,,,,
,Q9NV06,DCAF13,"DDB1- and CUL4-associated factor 13",,"DCA13_HUMAN, DCAF13, WDSOF1","Nucleus, Nucleolus","Q9NV06 DCA13_HUMAN DDB1- and CUL4-associated factor 13 Q9NV06,Q3MII9,Q8NCH8,Q8TC51,Q96JY7,Q9NZX3 WD repeat and SOF domain-containing protein 1 WDSOF1","cell junction, centrosome, cul4-ring e3 ubiquitin ligase complex, cytosol, nucleolus, nucleoplasm, small-subunit processome",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=DCA13_HUMAN,https://cansarblack.icr.ac.uk/target/Q9NV06/synopsis,,,,,,,,0,,0,0.25,82,,,,,,,,,,
,Q92574,TSC1,Hamartin,,"TSC1_HUMAN, TSC1, KIAA0243, TSC","Cytoplasm, Membrane","Q92574 TSC1_HUMAN Hamartin Q92574,B7Z897,Q5VVN5 Tuberous sclerosis 1 protein KIAA0243, TSC","cell cortex, chaperone complex, cytoplasm, cytoskeleton, cytosol, growth cone, lamellipodium, lipid droplet, membrane, nucleus, perinuclear region of cytoplasm, plasma membrane, postsynaptic density, protein-containing complex, tsc1-tsc2 complex",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=TSC1_HUMAN,https://cansarblack.icr.ac.uk/target/Q92574/synopsis,,,,,,,,0,,0,-0.9,70,,,,,,,,,,
,P78371,CCT2,"T-complex protein 1 subunit beta",,"TCPB_HUMAN, CCT2, 99D8.1, CCTB",Cytoplasm,"P78371 TCPB_HUMAN T-complex protein 1 subunit beta P78371,A8K402,B5BTY7,B7Z243,B7Z7K4,B7ZAT2,Q14D36,Q6IAT3 CCT-beta 99D8.1, CCTB","azurophil granule lumen, cell body, chaperonin-containing t-complex, cytosol, extracellular exosome, extracellular region, microtubule, zona pellucida receptor complex",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=TCPB_HUMAN,https://cansarblack.icr.ac.uk/target/P78371/synopsis,,,,,,,,0,,0,-3,59,,,,,,,,,,
,Q86YP4,GATAD2A,"Transcriptional repressor p66-alpha",,"P66A_HUMAN, GATAD2A","Nucleus speckle","Q86YP4 P66A_HUMAN Transcriptional repressor p66-alpha Q86YP4,B5MC40,Q7L3J2,Q96F28,Q9NPU2,Q9NXS1 GATA zinc finger domain-containing protein 2A ","nuclear speck, nucleoplasm, nucleus, nurd complex",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=P66A_HUMAN,https://cansarblack.icr.ac.uk/target/Q86YP4/synopsis,,,,,,,,0,,0,-3,59,,,,,,,,,,
,Q7L5N1,COPS6,"COP9 signalosome complex subunit 6",,"CSN6_HUMAN, COPS6, CSN6, HVIP","Nucleus, Cytoplasm, Cytoplasm, Perinuclear region","Q7L5N1 CSN6_HUMAN COP9 signalosome complex subunit 6 Q7L5N1,A4D2A3,O15387 JAB1-containing signalosome subunit 6, MOV34 homolog, Vpr-interacting protein CSN6, HVIP","cop9 signalosome, cytosol, nucleoplasm, perinuclear region of cytoplasm",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=CSN6_HUMAN,https://cansarblack.icr.ac.uk/target/Q7L5N1/synopsis,,,,,,,,0,,0,-3,59,,,,,,,,,,
,Q6PCD5,RFWD3,"E3 ubiquitin-protein ligase RFWD3",2.3.2.27,"RFWD3_HUMAN, RFWD3, RNF201","Nucleus, Nucleus, PML body, Cytoplasm","Q6PCD5 RFWD3_HUMAN E3 ubiquitin-protein ligase RFWD3 Q6PCD5,A8K585,B2RE35,D3DUJ8,Q5XKR3,Q9H9Q3,Q9NVT4 RING finger and WD repeat domain-containing protein 3, RING finger protein 201 RNF201","cytoplasm, nucleoplasm, nucleus, pml body, site of dna damage",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=RFWD3_HUMAN,https://cansarblack.icr.ac.uk/target/Q6PCD5/synopsis,,,,,,,,0,,0,0.35,83,,,,,,,,,,
,P83436,COG7,"Conserved oligomeric Golgi complex subunit 7",,"COG7_HUMAN, COG7","Golgi apparatus membrane","P83436 COG7_HUMAN Conserved oligomeric Golgi complex subunit 7 P83436,Q6UWU7 Component of oligomeric Golgi complex 7 ","golgi apparatus, golgi membrane, golgi transport complex, intracellular membrane-bounded organelle, nucleolus, trans-golgi network membrane",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=COG7_HUMAN,https://cansarblack.icr.ac.uk/target/P83436/synopsis,,,,,,,,0,,0,-3,59,,,,,,,,,,
,Q5F1R6,DNAJC21,"DnaJ homolog subfamily C member 21",,"DJC21_HUMAN, DNAJC21, DNAJA5","Cytoplasm, Nucleus, Nucleus, Nucleolus","Q5F1R6 DJC21_HUMAN DnaJ homolog subfamily C member 21 Q5F1R6,Q3B7J9,Q6P086,Q6ZS43,Q86VC6 DnaJ homolog subfamily A member 5, Protein GS3 DNAJA5","cytosol, nucleolus, ribosome",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=DJC21_HUMAN,https://cansarblack.icr.ac.uk/target/Q5F1R6/synopsis,,,,,,,,0,,0,-3,59,,,,,,,,,,
,Q02750,MAP2K1,"Dual specificity mitogen-activated protein kinase kinase 1",2.7.12.2,"MP2K1_HUMAN, MAP2K1, MEK1, PRKMK1","Cytoplasm, Cytoskeleton, Microtubule organizing center, Centrosome, Cytoplasm, Cytoskeleton, Microtubule organizing center, Spindle pole body, Cytoplasm, Nucleus, Membrane","Q02750 MP2K1_HUMAN Dual specificity mitogen-activated protein kinase kinase 1 Q02750 ERK activator kinase 1, MAPK/ERK kinase 1 MEK1, PRKMK1","cytosol, early endosome, endoplasmic reticulum, focal adhesion, golgi apparatus, late endosome, microtubule organizing center, mitochondrion, nucleus, plasma membrane",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=MP2K1_HUMAN,https://cansarblack.icr.ac.uk/target/Q02750/synopsis,"100.00|Q02750|MAP2K1|BINIMETINIB,COBIMETINIB,COBIMETINIB FUMARATE,SELUMETINIB,SELUMETINIB SULFATE,TRAMETINIB,TRAMETINIB DIMETHYL SULFOXIDE|Whole:::Protein","100.00|Q02750|MAP2K1|BINIMETINIB,COBIMETINIB,COBIMETINIB FUMARATE,SELUMETINIB,SELUMETINIB SULFATE,TRAMETINIB,TRAMETINIB DIMETHYL SULFOXIDE|Whole:::Protein||80.15|P36507|MAP2K2|BINIMETINIB,COBIMETINIB,COBIMETINIB FUMARATE,SELUMETINIB,SELUMETINIB SULFATE,TRAMETINIB,TRAMETINIB DIMETHYL SULFOXIDE|Whole:::Protein","100.00|Q02750|MAP2K1|BINIMETINIB,COBIMETINIB,COBIMETINIB FUMARATE,SELUMETINIB,SELUMETINIB SULFATE,TRAMETINIB,TRAMETINIB DIMETHYL SULFOXIDE|Whole:::Protein||80.15|P36507|MAP2K2|BINIMETINIB,COBIMETINIB,COBIMETINIB FUMARATE,SELUMETINIB,SELUMETINIB SULFATE,TRAMETINIB,TRAMETINIB DIMETHYL SULFOXIDE|Whole:::Protein",,,,,0,,0,1.15,92,,,,,,,,,,
,P49755,TMED10,"Transmembrane emp24 domain-containing protein 10",,"TMEDA_HUMAN, TMED10, TMP21","Endoplasmic reticulum membrane, Endoplasmic reticulum-Golgi intermediate compartment membrane, Golgi apparatus membrane, Golgi apparatus, Cis-Golgi network membrane, Golgi apparatus, Trans-Golgi network membrane, Cytoplasmic vesicle, Secretory vesicle membrane, Cell membrane, Melanosome","P49755 TMEDA_HUMAN Transmembrane emp24 domain-containing protein 10 P49755,B2R605,Q15602,Q16536,Q86TC2,Q86TS5 21 kDa transmembrane-trafficking protein, S31I125, S31III125, Tmp-21-I, Transmembrane protein Tmp21, p23, p24 family protein delta-1, p24delta TMP21","cis-golgi network, copi-coated vesicle, copii-coated er to golgi transport vesicle, endoplasmic reticulum, endoplasmic reticulum membrane, endoplasmic reticulum-golgi intermediate compartment, endoplasmic reticulum-golgi intermediate compartment membrane, er to golgi transport vesicle membrane, gamma-secretase complex, golgi apparatus, golgi membrane, integral component of membrane, melanosome, plasma membrane, secretory granule membrane, trans-golgi network transport vesicle, transport vesicle, zymogen granule membrane",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=TMEDA_HUMAN,https://cansarblack.icr.ac.uk/target/P49755/synopsis,,,,,,,,0,,0,-3,59,,,,,,,,,,
,P10415,BCL2,"Apoptosis regulator Bcl-2",,"BCL2_HUMAN, BCL2","Mitochondrion outer membrane, Nucleus membrane, Endoplasmic reticulum membrane","P10415 BCL2_HUMAN Apoptosis regulator Bcl-2 P10415,C9JHD5,P10416,Q13842,Q16197  ","cytoplasm, cytosol, endoplasmic reticulum, endoplasmic reticulum membrane, membrane, mitochondrial outer membrane, mitochondrion, myelin sheath, nuclear membrane, nucleoplasm, nucleus, pore complex, protein-containing complex",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=BCL2_HUMAN,https://cansarblack.icr.ac.uk/target/P10415/synopsis,100.00|P10415|BCL2|VENETOCLAX|Whole:::Protein,100.00|P10415|BCL2|VENETOCLAX|Whole:::Protein,100.00|P10415|BCL2|VENETOCLAX|Whole:::Protein,,,,,0,,0,0.4,84,,,,,,,,,,
,Q14118,DAG1,Dystroglycan,,"DAG1_HUMAN, DAG1","Secreted, Extracellular space, Cell membrane, Cytoplasm, Cytoskeleton, Nucleus, Nucleoplasm, Cell membrane, Sarcolemma, Cell junction, Synapse, Postsynaptic cell membrane","Q14118 DAG1_HUMAN Dystroglycan Q14118,A8K6M7,Q969J9 Dystrophin-associated glycoprotein 1 ","adherens junction, basement membrane, basolateral plasma membrane, collagen-containing extracellular matrix, contractile ring, costamere, cytoplasm, cytoskeleton, cytosol, dystroglycan complex, dystrophin-associated glycoprotein complex, endoplasmic reticulum lumen, external side of plasma membrane, extracellular exosome, extracellular region, extracellular space, filopodium, focal adhesion, gaba-ergic synapse, glutamatergic synapse, golgi lumen, integral component of membrane, intracellular membrane-bounded organelle, lamellipodium, node of ranvier, nuclear periphery, nucleoplasm, plasma membrane, plasma membrane raft, postsynaptic cytosol, postsynaptic membrane, sarcolemma",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=DAG1_HUMAN,https://cansarblack.icr.ac.uk/target/Q14118/synopsis,,,,,,,,0,,0,-3,59,,,,,,,,,,
,Q15388,TOMM20,"Mitochondrial import receptor subunit TOM20 homolog",,"TOM20_HUMAN, TOMM20, KIAA0016","Mitochondrion outer membrane","Q15388 TOM20_HUMAN Mitochondrial import receptor subunit TOM20 homolog Q15388,A8K195,Q498B3,Q6IBT4 Mitochondrial 20 kDa outer membrane protein, Outer mitochondrial membrane receptor Tom20 KIAA0016","integral component of mitochondrial outer membrane, mitochondria-associated endoplasmic reticulum membrane, mitochondrial outer membrane, mitochondrial outer membrane translocase complex, mitochondrion",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=TOM20_HUMAN,https://cansarblack.icr.ac.uk/target/Q15388/synopsis,,,,,,,,0,,0,-3,59,,,,,,,,,,
,Q9H0U4,RAB1B,"Ras-related protein Rab-1B",3.6.5.2,"RAB1B_HUMAN, RAB1B","Cytoplasm, Membrane, Preautophagosomal structure membrane, Cytoplasm, Perinuclear region","Q9H0U4 RAB1B_HUMAN Ras-related protein Rab-1B Q9H0U4,A8K7S1  ","cytosol, endomembrane system, endoplasmic reticulum membrane, endoplasmic reticulum-golgi intermediate compartment membrane, extracellular exosome, golgi apparatus, golgi membrane, perinuclear region of cytoplasm, phagophore assembly site membrane, transport vesicle",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=RAB1B_HUMAN,https://cansarblack.icr.ac.uk/target/Q9H0U4/synopsis,,,,,,,,0,,0,-3,59,,,,,,,,,,
,Q9C0C9,UBE2O,"(E3-independent) E2 ubiquitin-conjugating enzyme",2.3.2.24,"UBE2O_HUMAN, UBE2O, KIAA1734","Cytoplasm, Nucleus","Q9C0C9 UBE2O_HUMAN (E3-independent) E2 ubiquitin-conjugating enzyme Q9C0C9,A6NDU5,Q69YP4,Q6PIZ2,Q86UA4,Q8N425,Q8TBN1,Q9BSW1,Q9H6E6,Q9H7E4,Q9H9B2 E2/E3 hybrid ubiquitin-protein ligase UBE2O, Ubiquitin carrier protein O, Ubiquitin-conjugating enzyme E2 O, Ubiquitin-conjugating enzyme E2 of 230 kDa, Ubiquitin-protein ligase O KIAA1734","cytoplasm, cytosol, nuclear body, nucleoplasm, nucleus",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=UBE2O_HUMAN,https://cansarblack.icr.ac.uk/target/Q9C0C9/synopsis,,,,,,,,0,,0,1.8,96,,,,,,,,,,
,P04818,TYMS,"Thymidylate synthase",2.1.1.45,"TYSY_HUMAN, TYMS, TS","Nucleus, Cytoplasm, Mitochondrion, Mitochondrion matrix, Mitochondrion inner membrane","P04818 TYSY_HUMAN Thymidylate synthase P04818,Q8WYK3,Q8WYK4  TS","cytoplasm, cytosol, mitochondrial inner membrane, mitochondrial matrix, mitochondrion, nucleolus, nucleus",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=TYSY_HUMAN,https://cansarblack.icr.ac.uk/target/P04818/synopsis,"100.00|P04818|TYMS|CAPECITABINE,FLOXURIDINE,FLUCYTOSINE,FLUOROURACIL,PEMETREXED,PEMETREXED DISODIUM,RALTITREXED|Whole:::Protein","100.00|P04818|TYMS|CAPECITABINE,FLOXURIDINE,FLUCYTOSINE,FLUOROURACIL,PEMETREXED,PEMETREXED DISODIUM,RALTITREXED|Whole:::Protein||53.85|P13922|DRTS|CHLOROGUANIDE,CHLOROGUANIDE HYDROCHLORIDE,CYCLOGUANIL PAMOATE,PYRIMETHAMINE|Whole:::Protein","100.00|P04818|TYMS|CAPECITABINE,FLOXURIDINE,FLUCYTOSINE,FLUOROURACIL,PEMETREXED,PEMETREXED DISODIUM,RALTITREXED|Whole:::Protein||53.85|P13922|DRTS|CHLOROGUANIDE,CHLOROGUANIDE HYDROCHLORIDE,CYCLOGUANIL PAMOATE,PYRIMETHAMINE|Whole:::Protein",,,,,0,,0,1.1,91,,,,,,,,,,
,O75460,ERN1,"Serine/threonine-protein kinase/endoribonuclease IRE1",2.7.11.1,"ERN1_HUMAN, ERN1, IRE1","Endoplasmic reticulum membrane","O75460 ERN1_HUMAN Serine/threonine-protein kinase/endoribonuclease IRE1 O75460,A1L457,A8K8N8,A8MXS7,Q59EE2 Endoplasmic reticulum-to-nucleus signaling 1, Inositol-requiring protein 1, Ire1-alpha IRE1","aip1-ire1 complex, cytoplasm, endoplasmic reticulum, endoplasmic reticulum membrane, integral component of endoplasmic reticulum membrane, ire1 complex, ire1-rack1-pp2a complex, ire1-traf2-ask1 complex, mitochondrion, nuclear inner membrane",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=ERN1_HUMAN,https://cansarblack.icr.ac.uk/target/O75460/synopsis,"30.08|P11802|CDK4|ABEMACICLIB,PALBOCICLIB,RIBOCICLIB,RIBOCICLIB SUCCINATE|Whole:::Protein",,,,,,,0,,0,-0.45,74,,,,,,,,,,
,Q9NPD3,EXOSC4,"Exosome complex component RRP41",,"EXOS4_HUMAN, EXOSC4, RRP41, SKI6","Cytoplasm, Nucleus, Nucleolus, Nucleus","Q9NPD3 EXOS4_HUMAN Exosome complex component RRP41 Q9NPD3 Exosome component 4, Ribosomal RNA-processing protein 41, p12A RRP41, SKI6","cytoplasm, cytoplasmic exosome (rnase complex), cytosol, exosome (rnase complex), intracellular membrane-bounded organelle, nuclear exosome (rnase complex), nucleolus, nucleoplasm, nucleus, transcriptionally active chromatin",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=EXOS4_HUMAN,https://cansarblack.icr.ac.uk/target/Q9NPD3/synopsis,,,,,,,,0,,0,-3,59,,,,,,,,,,
,O14976,GAK,"Cyclin-G-associated kinase",2.7.11.1,"GAK_HUMAN, GAK","Cytoplasm, Perinuclear region, Golgi apparatus, Trans-Golgi network, Cell junction, Focal adhesion","O14976 GAK_HUMAN Cyclin-G-associated kinase O14976,Q5U4P5,Q9BVY6  ","cytoplasm, cytosol, focal adhesion, golgi apparatus, intracellular membrane-bounded organelle, membrane, perinuclear region of cytoplasm, presynapse, vesicle",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=GAK_HUMAN,https://cansarblack.icr.ac.uk/target/O14976/synopsis,"29.22|Q00534|CDK6|ABEMACICLIB,PALBOCICLIB,RIBOCICLIB,RIBOCICLIB SUCCINATE|Whole:::Protein",,,,,,,0,,0,0.6,86,,,,,,,,,,
,P33151,CDH5,Cadherin-5,,"CADH5_HUMAN, CDH5","Cell junction, Cell membrane","P33151 CADH5_HUMAN Cadherin-5 P33151,Q4VAI5,Q4VAI6 7B4 antigen, Vascular endothelial cadherin ","adherens junction, bicellular tight junction, catenin complex, cell junction, cell surface, cell-cell junction, external side of plasma membrane, integral component of membrane, membrane, nuclear membrane, nucleoplasm, plasma membrane",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=CADH5_HUMAN,https://cansarblack.icr.ac.uk/target/P33151/synopsis,,,,,,,,0,,0,-3,59,,,,,,,,,,
,Q9NPE3,NOP10,"H/ACA ribonucleoprotein complex subunit 3",,"NOP10_HUMAN, NOP10, NOLA3","Nucleus, Nucleolus, Nucleus, Cajal body","Q9NPE3 NOP10_HUMAN H/ACA ribonucleoprotein complex subunit 3 Q9NPE3 Nucleolar protein 10, Nucleolar protein family A member 3, snoRNP protein NOP10 NOLA3","box h/aca scarnp complex, box h/aca snornp complex, box h/aca telomerase rnp complex, nuclear body, nucleoplasm, sno(s)rna-containing ribonucleoprotein complex, telomerase holoenzyme complex",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=NOP10_HUMAN,https://cansarblack.icr.ac.uk/target/Q9NPE3/synopsis,,,,,,,,0,,0,-3,59,,,,,,,,,,
,P53990,IST1,"IST1 homolog",,"IST1_HUMAN, IST1, KIAA0174","Cytoplasmic vesicle, Cytoplasm, Cytoskeleton, Microtubule organizing center, Centrosome, Midbody, Nucleus envelope","P53990 IST1_HUMAN IST1 homolog P53990,A8KAH5,J3QLU7,Q3SYM4,Q9BQ81,Q9BWN2 Putative MAPK-activating protein PM28 KIAA0174","azurophil granule lumen, centrosome, cytosol, endoplasmic reticulum-golgi intermediate compartment, extracellular exosome, extracellular region, flemming body, intracellular membrane-bounded organelle, midbody, nuclear envelope",,http://zinc.docking.org/results/combination?filter.purchasability=purchasable&annotation.name=IST1_HUMAN,https://cansarblack.icr.ac.uk/target/P53990/synopsis,,,,,,,,0,,0,-3,59,,,,,,,,,,
